-2,85,-2,2,-2,84,-1,2,-2,84,0,2,-2,84,1,2,-2,83,2,2,-1,84,-2,2,-1,84,-1,2,-1,84,0,2,-1,84,1,2,-1,83,2,2,0,84,-2,2,0,84,-1,2,0,84,0,2,0,83,1,2,0,83,2,2,1,84,-2,2,1,84,-1,2,1,83,0,2,1,83,1,2,1,83,2,2,2,84,-2,2,2,84,-1,2,2,83,0,2,2,83,1,2,2,83,2,2,19
-2,83,-2,2,-2,83,-1,2,-2,83,0,2,-2,83,1,2,-2,83,2,2,-1,83,-2,2,-1,83,-1,2,-1,83,0,2,-1,83,1,2,-1,83,2,2,0,83,-2,2,0,83,-1,2,0,83,0,2,0,83,1,2,0,83,2,2,1,83,-2,2,1,83,-1,2,1,83,0,2,1,83,1,2,1,92,2,4114,2,82,-2,2,2,82,-1,2,2,82,0,2,2,82,1,2,2,82,2,2,19
-2,82,-2,2,-2,82,-1,2,-2,83,0,2,-2,83,1,2,-2,83,2,2,-1,82,-2,2,-1,82,-1,2,-1,83,0,2,-1,83,1,2,-1,83,2,2,0,82,-2,2,0,82,-1,2,0,82,0,2,0,83,1,2,0,83,2,2,1,82,-2,2,1,82,-1,2,1,82,0,2,1,82,1,2,1,83,2,2,2,82,-2,2,2,82,-1,2,2,82,0,2,2,82,1,2,2,82,2,2,19
-2,82,-2,2,-2,83,-1,2,-2,63,0,0,-2,63,1,0,-2,63,2,0,-1,82,-2,2,-1,82,-1,2,-1,63,0,0,-1,63,1,0,-1,63,2,0,0,82,-2,2,0,82,-1,2,0,81,0,2,0,63,1,0,0,81,2,2,1,81,-2,2,1,81,-1,2,1,81,0,2,1,81,1,2,1,80,2,2,2,81,-2,2,2,81,-1,2,2,81,0,2,2,80,1,2,2,79,2,2,19
-2,76,-2,2,-2,76,-1,2,-2,75,0,2,-2,74,1,2,-2,74,2,2,-1,74,-2,2,-1,74,-1,2,-1,73,0,2,-1,73,1,2,-1,72,2,2,0,73,-2,2,0,73,-1,4127,0,72,0,2,0,71,1,2,0,71,2,2,1,72,-2,2,1,71,-1,2,1,71,0,2,1,70,1,2,1,70,2,2,2,71,-2,2,2,72,-1,4127,2,70,0,2,2,71,1,4127,2,70,2,4127,19
-2,69,-2,2,-2,69,-1,4127,-2,68,0,2,-2,68,1,2,-2,68,2,2,-1,68,-2,2,-1,69,-1,4127,-1,68,0,2,-1,68,1,2,-1,67,2,2,0,68,-2,2,0,68,-1,4127,0,67,0,2,0,67,1,2,0,67,2,2,1,68,-2,4127,1,67,-1,2,1,68,0,4127,1,67,1,2,1,67,2,2,2,67,-2,2,2,68,-1,4127,2,68,0,4127,2,67,1,2,2,67,2,2,1
-2,67,-2,2,-2,67,-1,2,-2,67,0,2,-2,68,1,41135,-2,66,2,2,-1,67,-2,2,-1,67,-1,2,-1,67,0,2,-1,66,1,2,-1,67,2,4127,0,67,-2,2,0,67,-1,2,0,67,0,2,0,67,1,4127,0,66,2,2,1,67,-2,2,1,67,-1,2,1,67,0,2,1,66,1,2,1,68,2,41135,2,67,-2,2,2,67,-1,2,2,67,0,2,2,66,1,2,2,66,2,2,1
-2,66,-2,2,-2,66,-1,2,-2,66,0,2,-2,65,1,2,-2,65,2,2,-1,66,-2,2,-1,66,-1,2,-1,66,0,2,-1,65,1,2,-1,65,2,2,0,66,-2,2,0,67,-1,4127,0,66,0,2,0,65,1,2,0,65,2,2,1,66,-2,2,1,66,-1,2,1,66,0,2,1,65,1,2,1,65,2,2,2,67,-2,4127,2,66,-1,2,2,66,0,2,2,66,1,2,2,65,2,2,1
-2,66,-2,4127,-2,65,-1,2,-2,65,0,4127,-2,64,1,2,-2,64,2,2,-1,65,-2,2,-1,65,-1,2,-1,64,0,2,-1,64,1,2,-1,64,2,2,0,65,-2,2,0,65,-1,2,0,64,0,2,0,64,1,2,0,64,2,2,1,66,-2,4127,1,65,-1,2,1,64,0,2,1,64,1,2,1,64,2,2,2,65,-2,2,2,65,-1,2,2,65,0,2,2,64,1,2,2,64,2,2,1
-2,64,-2,2,-2,64,-1,2,-2,64,0,2,-2,63,1,2,-2,63,2,2,-1,64,-2,2,-1,64,-1,2,-1,65,0,4127,-1,64,1,2,-1,63,2,2,0,64,-2,2,0,64,-1,2,0,66,0,41135,0,64,1,2,0,64,2,2,1,65,-2,2,1,65,-1,2,1,64,0,2,1,64,1,2,1,64,2,2,2,65,-2,2,2,65,-1,2,2,67,0,41135,2,64,1,2,2,64,2,2,1
